	genes	ranking	Gene.name.x	genes2	Final.CANDIDATES	X1	GENEBIOTYPE	SYMBOL	GENENAME
1057	ENSMUSG00000005621	1057	Zfp592	ZFP592	AXON	CONTRAS	protein_coding	Zfp592	Zfp592
1058	ENSMUSG00000096696	1058	Zfp960	ZFP960	AXON	CONTRAS	protein_coding	Zfp960	Zfp960
1059	ENSMUSG00000086090	1059	Gm12531	GM12531	AXON	CONTRAS	antisense	Gm12531	Gm12531
1060	ENSMUSG00000048142	1060	Nat8l	NAT8L	AXON	CONTRAS	protein_coding	Nat8l	Nat8l
1061	ENSMUSG00000046718	1061	Bst2	BST2	AXON	CONTRAS	protein_coding	Bst2	Bst2
1062	ENSMUSG00000039257	1062	Vstm2b	VSTM2B	AXON	CONTRAS	protein_coding	Vstm2b	Vstm2b
1063	ENSMUSG00000048581	1063	E130311K13Rik	E130311K13RIK	AXON	CONTRAS	protein_coding	E130311K13Rik	E130311K13Rik
1064	ENSMUSG00000057176	1064	Ccdc189	CCDC189	AXON	CONTRAS	protein_coding	Gm166	Gm166
1065	ENSMUSG00000030276	1065	Ttll3	TTLL3	AXON	CONTRAS	protein_coding	Ttll3	Ttll3
1066	ENSMUSG00000032128	1066	Robo3	ROBO3	AXON	CONTRAS	protein_coding	Robo3	Robo3
1067	ENSMUSG00000072647	1067	Adam1a	ADAM1A	AXON	CONTRAS	protein_coding	Adam1a	Adam1a
1068	ENSMUSG00000078137	1068	Ankrd63	ANKRD63	AXON	CONTRAS	protein_coding	Ankrd63	Ankrd63
1069	ENSMUSG00000099604	1069	Gm6651	GM6651	AXON	CONTRAS	processed_pseudogene	Gm6651	Gm6651
1070	ENSMUSG00000097579	1070	NA	NA	AXON	CONTRAS	lincRNA	Gm26799	Gm26799
1071	ENSMUSG00000108102	1071	Gm44437	GM44437	AXON	CONTRAS	NA	NA	NA
1072	ENSMUSG00000017697	1072	Ada	ADA	AXON	CONTRAS	protein_coding	Ada	Ada
1073	ENSMUSG00000106944	1073	Gm43843	GM43843	AXON	CONTRAS	NA	NA	NA
1074	ENSMUSG00000074918	1074	Inafm2	INAFM2	AXON	CONTRAS	antisense	Inafm2	Inafm2
1075	ENSMUSG00000034168	1075	Irf2bpl	IRF2BPL	AXON	CONTRAS	protein_coding	Irf2bpl	Irf2bpl
1076	ENSMUSG00000037622	1076	Wdtc1	WDTC1	AXON	CONTRAS	protein_coding	Wdtc1	Wdtc1
1077	ENSMUSG00000087001	1077	Gm15475	GM15475	AXON	CONTRAS	antisense	Gm15475	Gm15475
1078	ENSMUSG00000029102	1078	Hgfac	HGFAC	AXON	CONTRAS	protein_coding	Hgfac	Hgfac
1079	ENSMUSG00000044081	1079	Zfp85os	ZFP85OS	AXON	CONTRAS	antisense	Zfp85os	Zfp85os
1080	ENSMUSG00000029072	1080	Tas1r3	TAS1R3	AXON	CONTRAS	protein_coding	Tas1r3	Tas1r3
1081	ENSMUSG00000028128	1081	F3	F3	AXON	CONTRAS	protein_coding	F3	F3
1082	ENSMUSG00000005949	1082	Ctns	CTNS	AXON	CONTRAS	protein_coding	Ctns	Ctns
1083	ENSMUSG00000025413	1083	Ttc4	TTC4	AXON	CONTRAS	protein_coding	Ttc4	Ttc4
1084	ENSMUSG00000023007	1084	Prpf40b	PRPF40B	AXON	CONTRAS	protein_coding	Prpf40b	Prpf40b
1085	ENSMUSG00000106237	1085	Gm8066	GM8066	AXON	CONTRAS	NA	NA	NA
1086	ENSMUSG00000086421	1086	Gm14091	GM14091	AXON	CONTRAS	antisense	Gm14091	Gm14091
1087	ENSMUSG00000033478	1087	Fam160b1	FAM160B1	AXON	CONTRAS	protein_coding	Fam160b1	Fam160b1
1088	ENSMUSG00000085093	1088	Gm12737	GM12737	AXON	CONTRAS	sense_intronic	Gm12737	Gm12737
1089	ENSMUSG00000086040	1089	Wipf3	WIPF3	AXON	CONTRAS	protein_coding	Wipf3	Wipf3
1090	ENSMUSG00000064726	1090	Gm25854	GM25854	AXON	CONTRAS	snoRNA	Gm25854	Gm25854
1091	ENSMUSG00000056724	1091	Nbeal2	NBEAL2	AXON	CONTRAS	protein_coding	Nbeal2	Nbeal2
1092	ENSMUSG00000038271	1092	Iffo1	IFFO1	AXON	CONTRAS	protein_coding	Iffo1	Iffo1
1093	ENSMUSG00000037300	1093	Ttc13	TTC13	AXON	CONTRAS	protein_coding	Ttc13	Ttc13
1094	ENSMUSG00000034586	1094	Hid1	HID1	AXON	CONTRAS	protein_coding	Hid1	Hid1
1095	ENSMUSG00000036893	1095	Ehmt1	EHMT1	AXON	CONTRAS	protein_coding	Ehmt1	Ehmt1
1096	ENSMUSG00000058567	1096	Gm2531	GM2531	AXON	CONTRAS	pseudogene	Gm2531	Gm2531
1097	ENSMUSG00000020311	1097	Erlec1	ERLEC1	AXON	CONTRAS	protein_coding	Erlec1	Erlec1
1098	ENSMUSG00000077737	1098	Snord72	SNORD72	AXON	CONTRAS	snoRNA	Snord72	Snord72
1099	ENSMUSG00000078302	1099	Foxd1	FOXD1	AXON	CONTRAS	protein_coding	Foxd1	Foxd1
1100	ENSMUSG00000062949	1100	Atp11c	ATP11C	AXON	CONTRAS	protein_coding	Atp11c	Atp11c
1101	ENSMUSG00000022220	1101	Adcy4	ADCY4	AXON	CONTRAS	protein_coding	Adcy4	Adcy4
1102	ENSMUSG00000093445	1102	Lrch4	LRCH4	AXON	CONTRAS	protein_coding	Lrch4	Lrch4
1103	ENSMUSG00000043019	1103	Edem3	EDEM3	AXON	CONTRAS	protein_coding	Edem3	Edem3
1104	ENSMUSG00000022132	1104	Cldn10	CLDN10	AXON	CONTRAS	protein_coding	Cldn10	Cldn10
1105	ENSMUSG00000035407	1105	Kank4	KANK4	AXON	CONTRAS	protein_coding	Kank4	Kank4
1106	ENSMUSG00000091002	1106	Tcerg1l	TCERG1L	AXON	CONTRAS	protein_coding	Tcerg1l	Tcerg1l
1107	ENSMUSG00000022475	1107	Hdac7	HDAC7	AXON	CONTRAS	protein_coding	Hdac7	Hdac7
1108	ENSMUSG00000105758	1108	Mirlet7e	MIRLET7E	AXON	CONTRAS	NA	NA	NA
1109	ENSMUSG00000092799	1109	NA	NA	AXON	CONTRAS	miRNA	Gm25927	Gm25927
1110	ENSMUSG00000029128	1110	Rab28	RAB28	AXON	CONTRAS	protein_coding	Rab28	Rab28
1111	ENSMUSG00000032913	1111	Lrig2	LRIG2	AXON	CONTRAS	protein_coding	Lrig2	Lrig2
1112	ENSMUSG00000106904	1112	Gm43029	GM43029	AXON	CONTRAS	NA	NA	NA
1113	ENSMUSG00000056753	1113	C330011M18Rik	C330011M18RIK	AXON	CONTRAS	protein_coding	C330011M18Rik	C330011M18Rik
1114	ENSMUSG00000080999	1114	H2ac5-ps	H2AC5-PS	AXON	CONTRAS	unprocessed_pseudogene	Gm11336	Gm11336
1115	ENSMUSG00000106595	1115	NA	NA	AXON	CONTRAS	NA	NA	NA
1116	ENSMUSG00000086096	1116	Gm12688	GM12688	AXON	CONTRAS	lincRNA	Gm12688	Gm12688
1117	ENSMUSG00000103567	1117	Pcdhga5	PCDHGA5	AXON	CONTRAS	protein_coding	Pcdhga5	Pcdhga5
1118	ENSMUSG00000020892	1118	Aloxe3	ALOXE3	AXON	CONTRAS	protein_coding	Aloxe3	Aloxe3
1119	ENSMUSG00000025355	1119	Mmp19	MMP19	AXON	CONTRAS	protein_coding	Mmp19	Mmp19
1120	ENSMUSG00000073197	1120	5730507C01Rik	5730507C01RIK	AXON	CONTRAS	protein_coding	5730507C01Rik	5730507C01Rik
1121	ENSMUSG00000037010	1121	Apln	APLN	AXON	CONTRAS	protein_coding	Apln	Apln
1122	ENSMUSG00000042579	1122	4632404H12Rik	4632404H12RIK	AXON	CONTRAS	protein_coding	4632404H12Rik	4632404H12Rik
1123	ENSMUSG00000002342	1123	Tmem161a	TMEM161A	AXON	CONTRAS	protein_coding	Tmem161a	Tmem161a
1124	ENSMUSG00000019975	1124	Ikbip	IKBIP	AXON	CONTRAS	protein_coding	Ikbip	Ikbip
1125	ENSMUSG00000074037	1125	Mc1r	MC1R	AXON	CONTRAS	protein_coding	Mc1r	Mc1r
1126	ENSMUSG00000090707	1126	Gm8237	GM8237	AXON	CONTRAS	protein_coding	Gm8237	Gm8237
1127	ENSMUSG00000038836	1127	Agbl3	AGBL3	AXON	CONTRAS	protein_coding	Agbl3	Agbl3
1128	ENSMUSG00000030022	1128	Adamts9	ADAMTS9	AXON	CONTRAS	protein_coding	Adamts9	Adamts9
1129	ENSMUSG00000027884	1129	Clcc1	CLCC1	AXON	CONTRAS	protein_coding	Clcc1	Clcc1
1130	ENSMUSG00000092085	1130	Gm17224	GM17224	AXON	CONTRAS	antisense	Gm17224	Gm17224
1131	ENSMUSG00000009406	1131	Elk1	ELK1	AXON	CONTRAS	protein_coding	Elk1	Elk1
1132	ENSMUSG00000102143	1132	Gm38057	GM38057	AXON	CONTRAS	TEC	RP23-79K5.3	RP23-79K5.3
1133	ENSMUSG00000039158	1133	Akna	AKNA	AXON	CONTRAS	protein_coding	Akna	Akna
1134	ENSMUSG00000036698	1134	Ago2	AGO2	AXON	CONTRAS	protein_coding	Ago2	Ago2
1135	ENSMUSG00000035211	1135	Xrra1	XRRA1	AXON	CONTRAS	protein_coding	Xrra1	Xrra1
1136	ENSMUSG00000005763	1136	Cd247	CD247	AXON	CONTRAS	protein_coding	Cd247	Cd247
1137	ENSMUSG00000105878	1137	NA	NA	AXON	CONTRAS	NA	NA	NA
1138	ENSMUSG00000097392	1138	Thoc2l	THOC2L	AXON	CONTRAS	lincRNA	D930016D06Rik	D930016D06Rik
1139	ENSMUSG00000032118	1139	Fez1	FEZ1	AXON	CONTRAS	protein_coding	Fez1	Fez1
1140	ENSMUSG00000086052	1140	Gm11802	GM11802	AXON	CONTRAS	antisense	Gm11802	Gm11802
1141	ENSMUSG00000038406	1141	Scaf1	SCAF1	AXON	CONTRAS	protein_coding	Scaf1	Scaf1
1142	ENSMUSG00000103539	1142	Gm37834	GM37834	AXON	CONTRAS	TEC	RP23-117E23.1	RP23-117E23.1
1143	ENSMUSG00000028041	1143	Adam15	ADAM15	AXON	CONTRAS	protein_coding	Adam15	Adam15
1144	ENSMUSG00000070526	1144	Peg12	PEG12	AXON	CONTRAS	protein_coding	Peg12	Peg12
1145	ENSMUSG00000105950	1145	Gm43679	GM43679	AXON	CONTRAS	NA	NA	NA
1146	ENSMUSG00000019892	1146	Lrriq1	LRRIQ1	AXON	CONTRAS	protein_coding	Lrriq1	Lrriq1
1147	ENSMUSG00000045658	1147	Pid1	PID1	AXON	CONTRAS	protein_coding	Pid1	Pid1
1148	ENSMUSG00000037035	1148	Inhbb	INHBB	AXON	CONTRAS	protein_coding	Inhbb	Inhbb
1149	ENSMUSG00000024220	1149	Zfp523	ZFP523	AXON	CONTRAS	protein_coding	Zfp523	Zfp523
1150	ENSMUSG00000087111	1150	Gm11399	GM11399	AXON	CONTRAS	antisense	Gm11399	Gm11399
1151	ENSMUSG00000020461	1151	Clhc1	CLHC1	AXON	CONTRAS	protein_coding	Clhc1	Clhc1
1152	ENSMUSG00000052794	1152	1700030K09Rik	1700030K09RIK	AXON	CONTRAS	protein_coding	1700030K09Rik	1700030K09Rik
1153	ENSMUSG00000047735	1153	Samd9l	SAMD9L	AXON	CONTRAS	protein_coding	Samd9l	Samd9l
1154	ENSMUSG00000102380	1154	Gm38140	GM38140	AXON	CONTRAS	TEC	RP23-393C3.4	RP23-393C3.4
1155	ENSMUSG00000031574	1155	Star	STAR	AXON	CONTRAS	protein_coding	Star	Star
1156	ENSMUSG00000030337	1156	Vamp1	VAMP1	AXON	CONTRAS	protein_coding	Vamp1	Vamp1
1157	ENSMUSG00000000486	1157	Septin1	SEPTIN1	AXON	CONTRAS	protein_coding	Sept1	Sept1
1158	ENSMUSG00000041740	1158	Rnf10	RNF10	AXON	CONTRAS	protein_coding	Rnf10	Rnf10
1159	ENSMUSG00000029629	1159	Phf14	PHF14	AXON	CONTRAS	protein_coding	Phf14	Phf14
1160	ENSMUSG00000096687	1160	Mfsd4b4	MFSD4B4	AXON	CONTRAS	protein_coding	AA474331	AA474331
1161	ENSMUSG00000090031	1161	4732440D04Rik	4732440D04RIK	AXON	CONTRAS	antisense	4732440D04Rik	4732440D04Rik
1162	ENSMUSG00000074749	1162	Kiz	KIZ	AXON	CONTRAS	protein_coding	Kiz	Kiz
1163	ENSMUSG00000009621	1163	Vav2	VAV2	AXON	CONTRAS	protein_coding	Vav2	Vav2
1164	ENSMUSG00000097265	1164	Gm26803	GM26803	AXON	CONTRAS	lincRNA	Gm26803	Gm26803
1165	ENSMUSG00000021373	1165	Cap2	CAP2	AXON	CONTRAS	protein_coding	Cap2	Cap2
1166	ENSMUSG00000103009	1166	Gm4430	GM4430	AXON	CONTRAS	TEC	RP23-160G19.10	RP23-160G19.10
1167	ENSMUSG00000020863	1167	Luc7l3	LUC7L3	AXON	CONTRAS	protein_coding	Luc7l3	Luc7l3
1168	ENSMUSG00000073982	1168	Rhog	RHOG	AXON	CONTRAS	protein_coding	Rhog	Rhog
1169	ENSMUSG00000105449	1169	Gm43379	GM43379	AXON	CONTRAS	NA	NA	NA
1170	ENSMUSG00000044787	1170	Spata32	SPATA32	AXON	CONTRAS	protein_coding	Spata32	Spata32
1171	ENSMUSG00000071398	1171	2410004P03Rik	2410004P03RIK	AXON	CONTRAS	protein_coding	2410004P03Rik	2410004P03Rik
1172	ENSMUSG00000103159	1172	F830112A20Rik	F830112A20RIK	AXON	CONTRAS	TEC	RP23-328J8.3	RP23-328J8.3
1173	ENSMUSG00000042419	1173	Nfkbil1	NFKBIL1	AXON	CONTRAS	protein_coding	Nfkbil1	Nfkbil1
1174	ENSMUSG00000082779	1174	Gm13162	GM13162	AXON	CONTRAS	processed_pseudogene	Gm13162	Gm13162
1175	ENSMUSG00000062593	1175	Gm49339	GM49339	AXON	CONTRAS	protein_coding	Lilrb4	Lilrb4
1176	ENSMUSG00000034795	1176	Ccdc122	CCDC122	AXON	CONTRAS	protein_coding	Ccdc122	Ccdc122
1177	ENSMUSG00000027869	1177	Hsd3b6	HSD3B6	AXON	CONTRAS	protein_coding	Hsd3b6	Hsd3b6
1178	ENSMUSG00000108574	1178	Gm44981	GM44981	AXON	CONTRAS	NA	NA	NA
1179	ENSMUSG00000108655	1179	Gm44949	GM44949	AXON	CONTRAS	NA	NA	NA
1180	ENSMUSG00000051037	1180	Zfp455	ZFP455	AXON	CONTRAS	protein_coding	Zfp455	Zfp455
1181	ENSMUSG00000097876	1181	Gm16892	GM16892	AXON	CONTRAS	lincRNA	Gm16892	Gm16892
1182	ENSMUSG00000086219	1182	Srrm4os	SRRM4OS	AXON	CONTRAS	antisense	Srrm4os	Srrm4os
1183	ENSMUSG00000044071	1183	Tafa2	TAFA2	AXON	CONTRAS	protein_coding	Fam19a2	Fam19a2
1184	ENSMUSG00000029862	1184	Clcn1	CLCN1	AXON	CONTRAS	protein_coding	Clcn1	Clcn1
1185	ENSMUSG00000086894	1185	Gm15708	GM15708	AXON	CONTRAS	antisense	Gm15708	Gm15708
1186	ENSMUSG00000086536	1186	Gm12264	GM12264	AXON	CONTRAS	antisense	Gm12264	Gm12264
1187	ENSMUSG00000081516	1187	Gm12470	GM12470	AXON	CONTRAS	processed_pseudogene	Gm12470	Gm12470
1188	ENSMUSG00000085310	1188	Gm11491	GM11491	AXON	CONTRAS	antisense	Gm11491	Gm11491
1189	ENSMUSG00000073236	1189	2500004C02Rik	2500004C02RIK	AXON	CONTRAS	processed_transcript	2500004C02Rik	2500004C02Rik
1190	ENSMUSG00000106834	1190	Gm10459	GM10459	AXON	CONTRAS	NA	NA	NA
1191	ENSMUSG00000106375	1191	Gm43361	GM43361	AXON	CONTRAS	NA	NA	NA
1192	ENSMUSG00000090761	1192	Gm17201	GM17201	AXON	CONTRAS	antisense	Gm17201	Gm17201
1193	ENSMUSG00000085609	1193	1700016P03Rik	1700016P03RIK	AXON	CONTRAS	processed_transcript	1700016P03Rik	1700016P03Rik
1194	ENSMUSG00000086836	1194	Gm13748	GM13748	AXON	CONTRAS	antisense	Gm13748	Gm13748
1195	ENSMUSG00000084799	1195	Ino80dos	INO80DOS	AXON	CONTRAS	lincRNA	Ino80dos	Ino80dos
1196	ENSMUSG00000029622	1196	Arpc1b	ARPC1B	AXON	CONTRAS	protein_coding	Arpc1b	Arpc1b
1197	ENSMUSG00000087141	1197	Plcxd2	PLCXD2	AXON	CONTRAS	protein_coding	Plcxd2	Plcxd2
1198	ENSMUSG00000085271	1198	E130006D01Rik	E130006D01RIK	AXON	CONTRAS	lincRNA	E130006D01Rik	E130006D01Rik
